id,joke
786,有一年，天大旱，有一个人去找一个活神仙求雨，活神仙烧了一炷香，递给他一个封好的字条说：下了雨，你才能拆开看，否则就不灵。 这个人一回家，就下了一场大雨，他拆开封好的字条一看：今日下雨。这个人惊叫起来：呀！活神仙真神呀！
787,凭借我良好的语言能力，我什么都没说。
788,在一个超市里，一个男人推了一辆手推车，上面坐了一个小男孩，小男孩持续的哭闹，乱吼乱叫，这个男人不断小声的念道：不要生气，阿杰！不要生气，阿杰！不要生气，阿杰…… 这时候，一位身旁的女士说：你还真有耐心啊，先生！你这样不断的安抚你儿子，可是他好象根本不领情嘛！ 小姐，我才是阿杰！男人回答。
789,外聘的计算机老师讲课很枯燥，且每天又是下午上课，每堂课都睡倒一片。 昨天上课，老师说：“今天自习，有问题可以问我；没问题的话，可以休息。” 奇怪的是大家反而不睡觉。 老师问：“你们怎么都不睡了？” 一个同学说：“您不讲课，我们睡不着。”
790,火星人到地球探察后回去报告说：“地球上的生物真奇怪，它们没有脚只有轮，眼睛放出光来，声音像号角吼鸣。它们喝一种叫做汽油的液体，常被困在街上，每年要花钱领取执照，肚子里尽是些叫做‘人’的寄生虫。”
791,中年是工作的乐趣少得多 - 乐趣是更多的工作。
792,五一假期，吴先生外出旅游，他向同事们讲述了自己的遭遇。 他原先是坐大巴车，由于大巴车车头冒烟，司机叫大家紧急撤离，等到车上的乘客全部安全撤离，整车被大火吞噬。 同事说：“汽车变成火车，太疯狂了。司机怎么发现了险情？” 吴先生说：“司机觉得屁股发烫，他坐不住了。” 同事说：“这可比火烧眉毛还急呀，他就被烧屁毛，那也是完蛋的事。”
793,澳大利亚真的倒闭了，还是我们倒挂了？
794,"1.时装表演 有一个妇女,在参加一个宴会之前，试了所有时髦的衣服，还问丈夫好不好看？最后那男人实在不耐烦了，便大吼：搞什么？搞时装表演啊？ 2.人格发誓 有一人人品极差。有一次他在教堂里面发誓：我以我的人格发誓，我再也不会说我同事的坏话了。 这时他弟弟说：哥哥，你人格都没有了还以你的人格发誓？ 3.你一个，我一个 有两个小孩在墓园里用口袋分果子。你一个，我一个分果子的那个小孩边分边念道。 这时有两个人路过墓地，听见这句话便惊呆了。 瞧，有两个人在分尸体呢！ 好像是啊！ 于是他们便怀着恐惧的心情走到墓园门口。 他们又听见：你一个，我一个，别忘了门口的那两个。"
795,老婆：“这件衣服好看吗？” 老公：“好看。” 老婆：“你就敷衍我，想让我赶快买完了回家。” 老婆：“那件衣服好看吗？” 老公：“不好看。” 老婆：“你就舍不得给我买！”
796,女儿对父亲说：爸爸，你抱着我，我给你提皮包，这样你就会轻松些。
797,快大学毕业了，学生问教授：“教授，大学毕业后，您建议我读点什么？” 教授只讲了4个字：“招工广告。”
798,妈53岁，但看起来很年轻。有一次我陪她坐长途公共汽车去探望朋友。英俊的司机站在车外协助我们上车。帮你姐姐拎袋子，他说。我正要纠正他，妈妈捅了我一下，柔声说道：别介意，弟弟，照那人说的做吧。
799,外国留学生说：你们中国人真勤劳！ 中国学生问：何以见得？ 外国留学生说：我观察过了，大街上5、6点钟就有很多人了，可你们还嫌不够早，到处立了许多牌子，倡议‘早点’。
800,几个朋友到乡间旅行，黄昏时，他们碰到大雾，乱闯了几个小时之后，才找到一家可以问路的农舍。 农舍里拴着一条大狗，旅行者们不敢进去。他们便用小石掷向窗户，以引出户主。不久，一个少女把窗户打开，探身出来低声说：是汉斯吗？你来得太早了，我父母还没睡着呢。
801,背景：姐姐工作好几年了，我高中。 前段时间，她拿了我的学生证叫我再补办张（交三块钱，很容易）。 昨天我们去看电影，工作人员让她付90块，姐姐很得意地说学生票！然后掏出了我的学生证。
802,甲：昨天晚上，你跟那女孩的第一次约会怎么样？ 乙：可以说成功了一半！ 甲：什么意思？ 乙：我亲吻了她两个脸颊，而她只抽了我一个耳光！
803,凌晨，一个醉汉在门上摸索了半天，也没能把钥匙插入到锁眼里。来了一位巡警，看见此景后问他：先生，需要我帮你吗？ 那太好了，老伙计，醉汉高兴地说，你只需要帮我把房子抓住，别让它摇晃就行了，别的事我自有办法。
804,一天，人脑和电脑比谁的能耐大。 电脑说：现在是我的世界，各行各业都要用我，人类没我不行！ 这时，一人走过来把电脑关了.
805,小侃随老侃去城里玩，小侃深感城里比乡下好。 老侃说：那，我们搬家到城里住好不好？ 小侃说：好是好，就是妈妈来了不好办。 为什么？ 因为城里只有公厕，没有母厕。
806,有一小偷潜入一豪宅翻箱倒柜，得手准备离去之时，主人回来了，小偷慌忙抓起旁边的一只麻袋套在身上，蹲在客厅的角落里，大气也不敢出。 主人一身酒气地进了屋，瞧见客厅角落多了个东西，就走了过去。他反复摸那口袋，并且不停咕嘟：“这是个啥东西呢？嗯？”小偷被搞得浑身上下很不舒服，不耐烦了，大声吼到：“南瓜！笨蛋！”主人听了后不住抱怨：“怎么不早说？让老子猜了半天！”
807,一次，小明的姑妈带着5岁的小表妹到他家，他俩一起洗澡。 突然表妹看着小明的jj就用手去摸，小明很害怕地说：“闪开，你的都被你弄丢了，我的不给你玩！”
808,鲁迅先生家的两个保姆，不知何故，发生了口角。先生受不了整日的吵闹，竟病倒了。 隔壁的小姑娘不解地问：先生，你为什么不喝止她们呢？ 鲁迅先生笑着说：她们闹口角，是因为彼此心里都有气，口角虽然可以暂时压下去了，但心里有气是压不下去的，恐怕也要失眠，与其三个人都失眠或者两个人失眠，那么还不如让我一个人失眠算了。
809,将一个点亮的烟火器连接到汽车的车顶，假装你正在驾驶一辆碰碰车。
810,年轻的律师住在公寓里，公寓里只有一个厨房，常常要与楼内其他人员合用，所以他放在冰箱里的食物常常不翼而飞。有一次，他订一只烧鸡，这只烧鸡本应该下星期一送来的，结果星期五便送来了。他为以防万一，把烧鸡放进冰箱时附带一张条，条上写的是：谋杀案物证，请勿触摸！！
811,如果你无法入睡，不要数羊。和牧羊人交谈。
812,花果山坍塌，玉帝下界查看灾情， 玉帝问：“死了多少猴子？” 悟空：“72个洞都淹了。” 玉帝：“死了多少猴子？” 悟空：“50000颗桃树被淹。” 玉帝：“死了多少猴子？” 悟空：“已经将活的猴子安全转了。” 玉帝急了：“到底死了多少猴子？” 悟空：“其他猴子情绪稳定” 玉帝发怒：“快说！” 悟空忙拭眼泪：“16位相关领导正组织救援…”
813,青年羞答答地问：昨晚我梦见向你求婚，不知道它表明什么？ 女友回答：这表明，你睡觉的时候，比你醒着的时候还要聪明。
814,王小明对自己的同桌说：“昨天我在作文里只写错了一个字，就被老爸狠狠揍了一顿！” 同桌很惊讶地问：“哪一个字？” 王小明说：“不就是把列祖列宗写成劣祖劣宗嘛。”
815,小明：出个对联，很简单，我说上联你说下联，上联：在上不是南北。下联？？ 小华：…… 在下不是东西吧。 ……
816,一学姐男友劈腿。本来她想要算了，但是他非常贱，还天天拉着新欢特别高调地在她跟前转。 终于有一天，学姐在食堂忍无可忍和他们吵了起来。盛怒之下，她用餐刀捅了男友20多刀，但竟然都避开了重要内脏和主动脉。 男的受了巨大的身理心理创伤，还不能算重伤。 学姐因此成为解剖课年年必讲的优秀案例：知识就是力量！
817,刚才劝说一个师弟早点谈恋爱成家，师弟说：“大学毕业千把块钱一个月工资还要租房吃饭，我每天起床都要劝自己相信自己还是个人，你居然还要劝我谈恋爱成家，这不是扯嘛。”
818,丈夫对妻子说：我在各方面都比你强，但有一点你比我强。 妻子问：那一点？ 丈夫答道：你的配偶比我的配偶强。
819,一男子指责律师：“您赌咒发誓地跟我担保，说肯定能让我妻子无罪释放，可她还是给判了一年强制劳动……” 律师叫道：“那是因为她在法庭上喋喋不休，我连插嘴的机会都没有！”
820,儿子：“爸爸，为什么女孩喜欢买很多漂亮衣服穿？” 爸爸：“她们那是为了吸引男孩的目光吧！” 儿子：“但是我们男孩想看的，却是不穿衣服的女孩呀！”
821,别的姑娘嫁妆都格外丰厚，只有我爸送了我一个小猪存钱罐， 说：“如果你受人欺负了就把它砸开就好。” 于是有一天，我老公打我婆婆骂我，我想到了小猪，于是赶快砸开， 发现里面掉出把刀来。 我捡起来看到刀柄上刻着一行熟悉的字【有关部门我都替你打点好了，放手干吧孩子！】
822,夫妻吵架互不相让，最后丈夫勃然大怒说：“你快滚！把所有属于你的东西都带走！” 妻子流着泪收拾好自己的行李，又把一只大麻袋往丈夫身边一扔说：“你钻进去！” 丈夫吃了一惊，急问：“你要干什么？” “你也是属于我的，快钻进去！”妻子向丈夫吼道。
823,死亡和税收之间的一个区别是，每次国会开会时死亡都不会变得更糟
824,有个过路人拉肚子，一时找不到厕所，正好看见路边有座快峻工的平房，于是就跑进去方便，刚起来就被几个来盖房的工人看见，工人们揪住他就要打。 正在这关键时刻，过路的老荣看见了，怒喝道：你们这是干什么？！ 工人们说：他在房里解手，我们非揍他不可。 老荣说：你们不知道打人犯法嘛？！ 工人被老荣镇住了，就问道：老同志，那你说该怎么办？ 老荣说：总之，打人是不对的！他在房里拉了屎，你叫他把屎吃了不就行了吗，怎么能够动手打人呢？
825,小明总是睡懒觉，有一天，小明妈妈批评他说：你看隔壁小华每天天还没亮就起床了，你就不能早起一点？ 小明理直气壮地回答：妈妈！我跟他不一样，人家小华崇拜的偶像是黎明！我的偶像是作家卧龙生。
826,爱可能不会让世界变得圆润，但它肯定让你头晕目眩。
827,儿子：妈妈，人家都娶新媳妇，咱们家怎么不娶呀？ 妈妈：娶呀，得等你长成大人才能娶。 儿子：爸爸长成大人了，咱给爸爸娶一个好吗？
828,今儿出门媳妇开车，行至路口， 眼见绿灯快要结束了，前面还横着辆车， 赶忙劝道：「稳点，慢点，过不去就算了，咱等等。」 媳妇默不作声，一脚油门，两把方向， 硬是冲了过去，然后用眼神瞟了我一下， 冷冷道：「我从不向命运低头。」
829,罪犯送了一份丰厚的贿赂给他的辩护律师。在法庭上，由于律师出色的辩护，罪犯被宣布无罪释放了。律师送罪犯到法庭门口，问他：现在你已经获得释放，你能告诉我实话吗？那个人是不是你杀的？ 律师先生，我很感谢你！当我在法庭上听到你为我所作的辩护时，我就认为我是无辜的。
830,有一个俄罗斯人旅游时迷了路，晚上走到中国边界一个小村庄里，外面漫天大雪，他冷得受不住了，便去敲农家的门要求住宿。 　　一个老太太在屋里大声问：你是谁啊？ 俄罗斯人说：依力奇瓦·莫波洛夫·克里拉维奇！ 　　　　人太多了！老太太嘭地把刚打开的门关上，干脆地拒绝道。
831,我们宿舍老二和老三自打吃过早饭就在宿舍里吵个不停， 都说自己的女朋友比对方的强，争得不可开交。 我实在看不下去了，对他们说：“别吵了，我来作个裁判吧。” 于是我搬来一张桌子，让他们俩掰起了手腕。
832,我的小侄儿只有5岁多，但是他经常一有钱就自己去买东西，家里人都拿他没办法。 一天，我看见他手里又拿着气球，于是生气对地说：你怎么又买东西了？ 侄儿连忙说：不是买的。 那你怎么得来的？ 是买泡泡糖中奖送的。
833,昨天车站等车，听到旁边一位妈妈正在教育自己十几岁的儿子：“儿子啊，你一定要记住， 学习这件事，就是三分天注定，七分靠打拼。不努力是不行的。” 孩子听了，若有所思地想了想说：“那剩下的90分呢？” 当时我正在喝水，没有控制住，一下就喷了。
834,凯特趴在芳达的窗口喊道：快出来和我一起跳绳吧。 不行芳达回答，要是不守着爸爸，他会替我做错的。
835,阿凡提买了两米做衬衫的布料，兴冲冲来到一家裁缝铺。裁缝给他量好尺寸后说：请过一个礼拜再来，如果真主允许，你的衬衫就会做好的。 阿凡提很耐心地等了一星期，当他来到裁缝铺时，裁缝对他说：真对不起，要拖延一下了，不过，如果真主允许的话，你的衬衫明天就会做好。 第二天，阿凡提又来了。真对不起呀，裁缝说：手里的活儿太忙还没做好。如果真主允许，我明天一定把它做好。 岂有此理，阿凡提恼怒地说道：我说你能不能不要让真主过问这件衬衫呢？
836,某明星(自信貌)：你相信我一天只睡一个小时吗？ 记者：那你其他二十三个小时在做什么？ 明星(害羞状)：打瞌睡。
837,她，不唠叨不摔碗，不聊QQ不出墙。她开好车买新房，把老公当宝宝养。 她闭月羞花，沉鱼落雁，才智胜过诸葛亮。 她爱小孩、疼老公、听公婆话、能上厅堂下厨房。 每天只为老公赚钱，老公不花钱就感到伤心。 她就是感动中国十大人物之——别人家的老婆。
838,希拉里非常气愤地问克林顿：你为什么要这样！结婚前不是说我是你的全世界吗？！ 克林顿回答说：是啊！可是自从做了这个总统后，我发现我的地理知识就越来越丰富了！
839,一天早上，乔治看到桌上的早餐，突然开口说道：“麦片粥里放点糖好吗?” “你说话了!能开口了!”父母惊喜不已。 乔治耸耸肩膀说：“平时你们关照得那么好，我怎么好意思开口呢?”
840,晚上一家人坐在闲聊，当扯起当今社会流行的“拼车”的话题时，女儿说：“拼车算什么，我还会拼票呢。” 老婆接话道：“我会拼盘。”然后问我：“你会拼什么？” 我一本正经的回答说：“我会拼音。”
841,甲：昨天我家门前的公路被大雨冲毁了，正巧我老婆又要分娩，这可咋办！我一抬头，看见一架飞机从头上经过，我情急之下抱起妻子一个箭步就跨上了飞机！ 乙：那有什么！昨天我爱人也分娩，家门前的公路也被大雨冲毁了，我们是坐着飞机回来的。刚飞到我家上空，我刚出生的儿子就喊，爸爸、妈妈到家了，我们跳下去吧！
842,阿凡提到一家磨坊找活儿干，问磨坊主：您这儿有活儿干吗？ 阿凡提，我倒很想让您帮忙干一点活儿，可是今年粮食欠收，没有多少活儿可干。磨坊主回答。 有没有活儿我倒不计较，只要给工钱就行。阿凡提说。
843,老汉颤抖着声音说，儿啊，爹都是要死的人了，也没什么好要的，你就给爹挖一个三室一厅的坟吧。
844,一女未嫁者，秘问其嫂曰：此事颇乐否？嫂曰：有甚乐处，只为周公之 礼，制定夫妇耳。及女出嫁后归宁，一见其嫂，即笑骂曰：好个说谎精。
845,老公不经常回家，昨天好不容易团聚。 休息之前老公说：“记得十一点叫我，我要和你说说话，我顶着疲劳等到十一点，怀着YD的心，妩媚的推醒他。” 结果他告诉我：“农场的菜熟了，去帮我收了。”
846,古尔邦节那天，阿凡提在家里宰了一只羊。羊还没宰完，他就非常麻利地从羊腿上切下一块肉藏进了怀里。妻子见到后奇怪地问道：喂，阿凡提，你这是干什么？ 阿凡提恍然醒悟道：噢，我忘了，我还以为是在给巴依家宰羊呢！
847,十年浩劫中，有个造反派想把花园里的一盆花拿回家去，但不知道这盆花好不好，就去问那些黑作家们。 专政的作家们不想理他，推说不知道。这个造反派火了，指着赵树理说，你也不知道？ 赵树理说：我不是不知道，是不好说。我是黑帮，我说是香花，你们说是毒草；我说是毒草，你们说是香花… 赵树理被批斗后受了伤，去门诊治疗。医生惊诧地问道：你就是作家赵树理？ 赵树理淡淡一笑说：这个时候，谁还敢冒名顶替我呢？
848,一男士中了奖，得到一个玩具。回到家里，他把三个孩子都叫到跟前，说：“谁最听妈妈的话，从不和她顶嘴，妈妈让他做什么，他就乖乖地去做什么，谁就能得到这个玩具。” 三个孩子异口同声地说：“爸爸能得到。”
849,阿凡提手上戴了一只漂亮的金戒指，阿凡提的一位商人朋友见了后对他说：阿凡提，我们是多年的至交，很难彼此分离。最近我准备出远门做生意，我会非常想念你，所以请把你的这只金戒指送给我当念物，每当我想念你的时候，把它拿出来看一看，就像是见到了你，你看怎么样？ 可我也会想念你呀，最好戒指还留在我这儿，我每次见到戒指，就会想起，这是我的朋友索要时我没给他的戒指。阿凡提回答说。
850,高二时因生物科不是高考内容，所以大家都不重视。上生物科睡觉、赶其他科作业已成为老师默许同学积极拥护的默定成俗。期末因很快就要会考，老师一反常态，经常上课抽问问题，而且老师有益个口头禅：对不对？ 一日老师抽问遗传变异的产生，又见台下倾倒一片，更令人无法忍受的是一位男同胞正在梦周公流口水。老师一怒之下，叫起这位男生。男生先是一惊，慌忙抹掉嘴角三尺垂涎，准备问同桌什么问题已来不及。 老师又发问了：对不对？ 男生先一楞，继而暗自窃喜问题简单：对！ 斩钉截铁，掷地有声。同学们大笑不止，老师也有些犯糊涂。 对不对？老师又问。 不对！男生见风使舵，同学们笑得更厉害了，老师快被气晕了！本来准备重新提问一次，但一气又是一句：对不对？ 有点对但不全对！ 同学们有的已经笑得掉下了眼泪，男生头上开始冒汗。 对不对？老师还没发现是因为自己的误导。 我的确想不到第四个可能！这位仁兄一脸无辜，然后被老师友好牵耳朵走出了教室。
851,老师问同学们：谁能说说牛皮有什么用处啊？ 牛牛抢着举手：可以做皮鞋，作皮带…… 冰冰接着回答：可以拿来吹！ 老师：※％……￥＃◎ 老师：寂寞，你最乖了，你来回答一下。 寂寞犹豫良久：……牛皮最大的用处就是包住牛肉…… 牛牛：×※……％＃◎％ 老师昏倒……
852,本人通过一征婚网站认识一年轻女子，然后通过QQ聊天。 女：“你的月薪多少？” 我：“500。” “先生，你这样的条件找对象要现实一些，只能找个年龄大的相貌普通的。” “不好意思，刚才我少打一个0，我的月薪是5000”。 “大哥，你有照片吗？” “我们公司很讨厌，工资用美元发放，我的5000美元不断缩水。” “亲爱的，你的手机号码是多少？我给你打过去。这是我的照片，还算漂亮吧，我可是没有化妆哟。”
853,女说：“我晕了。” 男的答：“用不用打120。” 女答：“要，你快打，快点。” 男的答：“好的，已经打了。不过刚才救护车司机讲车中途坏车了，为了救你我还是给你人工呼吸好了。” 女说：“不用了，我醒了。” 男说：“谁竟抢在我前面给MM人工呼吸了，救醒你的。”
854,姐姐宝宝不到一岁。 有天，姐夫对姐姐说，老婆，我们去给宝宝买点新玩具吧。 姐姐奇怪道，宝宝玩具不是挺多的吗？ 姐夫一脸不耐烦，那些玩具我都玩腻了。
855,如果你必须告诉人们你是有名的，那你就不是。
856,每个人都想去天堂，但没有人想死。
857,妈妈正在打扫卫生，儿子走过去对妈妈说：“妈妈，你看！” 儿子边说边伸出手指，妈妈想要吓跑他，于是就把小明的手指一口咬在嘴里说：“我要咬掉你的手指！” 儿子迅速把手指从妈妈的嘴里拔出来，仔细的看了看说：“哎？妈妈，我的鼻屎呢？”
858,中国佛教史考试，一同学交了白卷，结果满分。问老师，答曰：“四大皆空。” 第二年这同学的室友选这课，也交了白卷。 但交完卷心里非常忐忑，怕出什么岔子。于是他特地打电话给老师：“老师，我这是四大皆空啊。” 然后听到电话那头，老师长叹了一口气说：“本来都给了你满分了，看来你还是没看透啊……”
859,一名男子正在饭店里津津有味地用餐。忽然，他发现墙角处有一条狗正目不转睛地盯着他。 那狗为什么老盯着我？他问侍者。 我不知道，除非你用的是它平时进餐的盘子。侍者回答。
860,海外归国人员简称海龟，但回国后工作不好找，许多海龟待业，于是出了个新词——海带。 还有的海归生活所迫，做了盗版贩子，就叫海盗。据说还有一位因为怀才不遇，把头发给愁白了，大家居然叫他海公公。
861,医生在填病人登记表时问：“太太，您多大年龄了？” “噢，医生，我忘记了。不过您让我想想……我想起来了。 我结婚时，是十八岁，当时我丈夫三十岁，现在他六十岁，是当时的两倍。这样看来我也应该是十八岁的两倍，也就是说，是三十六岁，对吗？”
862,某家大书店组织了一次知名作家和读者的会见活动。经理吩咐，在这位作家来到之前，把他的作品全都放到书架上，其他作家的作品暂时放到一边去。 太好了，太好了！这位作家来到之后，看了说。没想到我的作品，深受广大人民的喜爱！那么，其他作家的书呢？ 经理慌了，不假思索地说：他们的卖光了，卖光了。
863,家有小正太两枚，大的四岁，小的两岁。 家里有一箱饮料藏在书房，大的发现了，也知道不让喝。 就悄悄的说：“弟弟你来，给你好喝的。” 然后弟弟高高兴兴拿去喝了，他在一旁观察妈妈表情变化， 如果妈妈没有生气，他再拿一瓶给自己…
864,有一个女大学生，是个新生，特别好打扮。新学期开始了，女生决定打扮得漂亮一点，让老师、同学们看一眼就能记住自己。于是，女生在脸上抹了厚厚的一层粉，穿了件毛领大衣，还拎了只名牌包。 女生故意姗姗来迟，慢悠悠地走到教室门口，很淑女地说：“报告----”正在听课的同学们立即把目光转移到她身上，就连老师也瞪大了眼，这下女生心里乐开了花。突然，老师开口说：“这位家长，请等一下，我先给同学们讲几个问题……”
865,丈夫和妻子吵了一架，回家时，妻子铁青着脸。丈夫知趣的去逗猫玩。 妻子吼道：你跟那一头猪在一起干吗？ 丈夫惊奇的说：这是猫，不是猪。 妻子又一口接过：我跟猫说话，要你插什么嘴？
866,“老板，我想回家呆几天。” “公司这么忙，你回去干啥？” “再不回去就犯法了！” “好吧，算你狠，准了！”
867,所有出生缺陷中最奇怪的是无法以我的方式看待事物。
868,接到老公的电话：“老婆，你不是讨厌我买彩票吗，我今天就给你个惊喜！” 我猜想该不是中了大奖吧，心里那个激动呀，正在浮想连篇，老公回来了，进门就说：“我今天把买彩票的20元钱省下了，特意给你买了只烧鸡！”
869,大学时，一次我们同学几个去上选修课，做好之后，前排来了一个非洲哥哥，剧黑。我一同学顺口而出：真他妈黑！ 不想老外回头就是一句：真他妈黄！ 我们当场暴倒。
870,盛夏的一个夜晚，阿凡提和妻子睡在房顶上。到了半夜，阿凡提悄悄溜了下来，准备与情人在果园幽会。过了一会儿，妻子醒来一看身边的阿凡提不见了。 喂，孩子他爹你在哪儿？妻子喊道。 我在这儿，别声张，不然我会数错的！从一棵无花果树底下传来了阿凡提的声音。 你在数什么？妻子问。 嘘，我在数我们家的无花果！阿凡提回答说。 哪有半夜里数无花果的？妻子问。 我是想知道天上的星星多还是我们家的无花果多。阿凡提回答。
871,部长坐着专车去开会，驾驶员是位女士。突然，汽车出了故障抛锚了。 司机仔细检查了车，并想道：身为女人，我不该修车，可是作为司机我有责任去做。说着就钻到车子底下去了。 过了几分钟，部长耐不住性子了，也从车里钻了出来说：作为部长，我应该坐在车里等，可是身为男人，我有义务去帮忙。说着他也爬到了车下。 一个警察从此地经过，说道：对不起，打扰你们了，作为过路人我没必要去管，可是身为警察我有必要提醒你们，你们的汽车早就被人弄走了。
872,我喜欢快餐。这就是我从不订购蜗牛的原因。
873,老师：如果到了一个岛上，你会选择和谁住在一起？ A猪八戒 B沙僧 C唐僧 学生甲：我选A猪八戒，因为我只吃得下去猪肉。 学生乙：我选C唐僧，因为吃了他的肉，可以长生不老。 学生丙：我选B沙僧，因为有了他，我可以天天吃海鲜不要钱！ 老师拍桌：全是笨蛋，全是吃货！选了唐僧之后，直接念紧箍咒找孙悟空，要啥没有！
874,你给我理发的时候，为什么总讲一些魔鬼及强盗的故事呢？一个长头发的人向喋喋不休的理发师问道。 对不起，先生，理发师答道：你知道吧，当我讲这些故事的时候，你的头发就会竖起来，理发就容易多了。
875,为什么牛仔买腊肠犬？他想得到一条长长的小狗。
876,陪妻子去商场买抽油烟机。看了大半天，妻子仍是举棋不定。 我想了想说：“就买老板牌的吧！我们上班要为老板干活，回家咱用‘老板’出气……”
877,这个月的电话账单又高得惊人。晚饭后，一家人开起家庭会议。 男人说：“简直无法忍受了。大家尽量少打电话，我从来不用家里的电话，我上班时打单位的电话。” 女人说：“我也一样，我只用单位的电话。” 儿子说：“我也只用公司里的电话。” 女佣说：“这到底是怎么了？我也只在上班时打电话。”
878,吵架之后，丈夫发现妻子在收拾行李，于是问：“你要去哪儿？” 妻子说：“拉斯维加斯，我听说那里的夜总会女郎一晚上最低小费是400块钱。” 丈夫听罢也开始收拾行李。妻子问“你去哪儿？” 丈夫说：“我也去拉斯维加斯，我去看看你每年800块钱怎么过日子！”
879,很少有事情让我的妻子不高兴。成为其中之一让我觉得很特别。
880,有个男生从宿舍走出来，站在门口吸烟。同学路过门口，问他：怎么回事？室友不准你在房里吸烟？ 男同学回答：那倒不是，教授说吸烟会损害我的电脑。
881,茫茫沙漠中，一探险家挣扎着把吉普车开到一个骑骆驼的阿拉伯人身边问道：先生，到最近的路怎么走？沿着这条沙路一直向前，阿拉伯人说，到了星期二，再向右急转。
882,小时候，我姐常逗我。 一天晚上，家人都洗完脚，我姐对我说：“老弟，我舔不到自己的脚丫子。” 说着做了个要舔的动作，但没舔到。 这是我立刻喊道：“我能！”说完，抱起脚丫子舔了一口！
883,楚洋相报名参加海军，要经过面试关。 面试官：年轻人你会游泳吗？ 楚洋相愣住了。 楚洋相：怎么，难道我军的船不够用吗？ 面试官：当然够用，如果发生故障的话？ 楚洋相：怎么，难道我军的船不够结实吗？ 面试官：我是说如果！！！ 楚洋相：噢，可以如果的话，我会游泳。
884,今儿出门在大街上走着呢， 突然一个小姑娘拿着一叠纸和笔跑过来对我说：“先生，您要是不介意的话，问两个问题可以吗？” 我想了想说：“可以啊。那，你多大啦？叫什么名字呀？”
885,前几天我一个朋友给我摆了一个事情，老子差点笑憨了。 事情是这个样子的：朋友买了一部车，后面贴了一个4X4的牌牌，有一天他把车停在大院，不晓得那家娃儿手痒，在4X4后面用美工刀狠狠地刻了=16的划横。 莫得办法，他只好花钱给车重新喷了漆，为了防止再次遭到黑手，他只好在4X4牌牌后面自己贴了一个=16的纸板。 他想这次应该没事了， 谁知第二天看车，差点没把这龟儿子气昏了。 这回不知是谁在4X4=16的后面划了大大的一个√并写到这回你答对了！
886,医生不满地说：“我不搞不明白，你总请我给你开安眠药，可你怎么每天深夜还总是泡在酒吧里？” 酒鬼：“这你就不懂了，这药是为我妻子准备的。”
887,西德有一个人，对于违犯交通规则的罚款制度发生兴趣，故意把车子停在不应停车的地方，他一共收到三张传票。他衣冠楚楚的拿了第一张传票去见法官，法官罚了他三个马克。 第二次他穿着乞丐似的衣服拿第二传票去见法官，法官罚了他两个马克。他又叫他美丽的妻子，拿了第三张传票去见法官，结果法官只罚了他一个马克。
888,你能想象到蹲坑时班主任蹲对面，然后还和你讨论学习，那种便秘的感觉吗……
889,乔峰拍着老和尚的肩膀说：“我放不下一些事，放不下一些人。” 老和尚说：“能不能轻点儿？你练过降龙十八掌，我快被你拍死了。” 乔峰一拍脑门说：“对哦，我差点忘了！” 乔峰，卒。死因：脑震荡。
890,老公抽烟，老婆很生气。 老婆：“你不戒烟咱们就离婚！” 老公：“戒，一定戒！找个有纪念意义的日子，我一定戒！” 老婆：“什么时候？” 老公想了想，说：“那就2月30号吧。”
891,一天，儿子回到家说：爸，今天考试60分。 爸：下次再考低了，别叫我爸。 第二天，儿：对不起，先生。
892,女儿对我奶声奶气地说：“妈妈，你太可怜了。” 我疑惑：“为什么？” 女儿说：“姥姥来了，自己一个房间，我自己一个房间，就是你没有房间，只好挤在爸爸的房间里了。”
893,是和否对几乎每个问题都是完全可以接受的答案。
894,警察赶到现场还没有来得及说话，律师就大叫道：这是什么社会呀，你瞧瞧，新买的跑车呀，给撞成这个样子，这个世界糟透了，你们警察是怎么办事的呀！这可是花了几十万美圆啊！ 警察冷冷的说道：尊敬的先生，您只注意了您的跑车坏了，难道您就没有发现您的左臂少了一点什么吗？ 律师对着自己只剩下一半的胳膊叫道：可怜我新买的劳力士表啊！
895,小小姑娘清早起床，提起裤子上茅房。茅房有人敲不开门，就快拉出来。小小姑娘抬头张望，四处无人！就蹲在大路旁，刚刚蹲下对面来人，是位老大妈。 大妈笑着向她走过来，跟着递过来一张纸，小小姑娘脸红忙说：不要了。谁知仔细一看罚款单100元！！！
896,爸爸经常要求儿子在一个安静的房间里写作业和写毛笔字，他出台了鼓励的措施：写作业，被老师评为优的奖励一元钱；写毛笔字能获书法赛的奖励的，能获得一个笔记本。 儿子说：“爸爸，你太小气了，尽奖励些小玩意儿，你得奖励我一幢写字楼，我就更能用心写字。”
897,刚下完雪的夜里，寒气逼人，牙齿打着架的文和生匆匆走在通往宿舍的校园大道上。 只见大道边的石椅上还有一男一女在倾着心事聊着心声，似乎拥抱在一起。 小林：天啊，太不可思议了，这么冷的天还在那里！ 小美：对于他们，这天算什么，把他们藏在零下十八度的冰箱里，还怕他们把冰箱给融化了——一个Kiss等于35个卡路里！
898,我们没有电。我们不得不在烛光下使用我们的电脑。
899,女：你跪在我面前干什么？你是不是先前跟别的女子。也有过这种行动呀？ 男：不，你应当明白，这完全是为了尊敬你，先前这种行动，都是为了你练习练习成熟罢了。
